Workbook Provider,ISIN,DistinctISINCount,Status,Latest Provider Hits,Repo File Hit Count,Repo File Samples
Amundi ETF,IE000YBGJ9I4,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0252633754,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0496786657,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0496786905,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0533033071,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0533033311,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0533033741,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0855692520,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0908500753,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0908501132,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU0959210781,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1040688639,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1135865084,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1220245556,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1230136894,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1233598447,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1248511575,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1285959703,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1285959885,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1390062245,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1390062831,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407887162,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407887675,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407888053,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407888483,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407888996,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407889457,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407890547,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407890620,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407891271,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407892592,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1407893301,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1435356065,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
Amundi ETF,LU1435356149,211,present_in_latest,amundi,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-23\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-24\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-25\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-28\amundi_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\amundi\2026-06-29\amundi_selected_fields.csv
